level,kanji,furigana,definition,kana
"1.1","ちょ金","ちょきん","savings","ちょきん"
"1.1","金いろ","きんいろ","gold color","きんいろ"
"1.1","ほう石","ほうせき","gem / jewel","ほうせき"
"1.1","じ石","じしゃく","magnet","じしゃく"
"1.1","小石","こいし","pebble","こいし"
"1.1","赤土","あかつち","red clay / red soil","あかつち"
"1.1","土足","どそく","with shoes on / muddy feet","どそく"
"1.1","ほら貝","ほらがい","conch shell","ほらがい"
"1.1","まき貝","まきがい","spiral shell","まきがい"
"1.1","貝がら","かいがら","shell","かいがら"
"1.1","ふじ山","ふじさん","Mt. Fuji","ふじさん"
"1.1","山いも","やまいも","yam","やまいも"
"1.1","山みち","やまみち","mountain path","やまみち"
"1.1","虫かご","むしかご","insect cage","むしかご"
"1.1","こん虫","こんちゅう","insect","こんちゅう"
"1.1","すず虫","すずむし","bell cricket","すずむし"
"1.1","川べり","かわべり","riverbank","かわべり"
"1.1","川しも","かわしも","downstream","かわしも"
"1.1","川かみ","かわかみ","upstream","かわかみ"
"1.1","日じ","にちじ","date and time","にちじ"
"1.1","犬ぞり","いぬぞり","dog sled","いぬぞり"
"1.1","白い犬","しろいいぬ","white dog","しろいいぬ"
"1.1","名犬","めいけん","faithful dog / famous dog","めいけん"
"1.1","山林","さんりん","mountain forest","さんりん"
"1.1","まつ林","まつばやし","pine forest","まつばやし"
"1.1","竹林","ちくりん","bamboo grove","ちくりん"
"1.1","まん月","まんげつ","full moon","まんげつ"
"1.1","月見","つきみ","moon viewing","つきみ"
"1.1","田うえ","たうえ","rice planting","たうえ"
"1.1","水田","すいでん","paddy field","すいでん"
"1.1","田んぼ","たんぼ","rice field","たんぼ"
"1.1","青森","あおもり","Aomori (place)","あおもり"
"1.1","森林","しんりん","forest","しんりん"
"1.1","森の中","もりのなか","in the forest","もりのなか"
"1.1","火のこ","ひのこ","sparks / fire sparks","ひのこ"
"1.1","火山","かざん","volcano","かざん"
"1.1","火じ","かじ","fire / conflagration","かじ"
"1.1","年より","としより","elderly person","としより"
"1.1","年上","としうえ","older / senior","としうえ"
"1.1","竹わ","ちくわ","chikuwa (fish cake)","ちくわ"
"1.1","竹やぶ","たけやぶ","bamboo thicket","たけやぶ"
"1.1","竹うま","たけうま","stilts","たけうま"
"1.1","水どう","すいどう","water supply","すいどう"
"1.1","水草","みずくさ","water plant","みずくさ"
"1.1","水玉","みずたま","polka dot / water drop","みずたま"
"1.1","き立","きりつ","stand up","きりつ"
"1.1","立てる","たてる","to stand something up","たてる"
"1.1","かい力","かいりき","superhuman strength","かいりき"
"1.1","学力","がくりょく","academic ability","がくりょく"
"1.1","力もち","ちからもち","strong person","ちからもち"
"1.1","大へん","たいへん","difficult / very","たいへん"
"1.1","大すき","だいすき","love / like a lot","だいすき"
"1.1","空ばこ","からばこ","empty box","からばこ"
"1.1","空いろ","そらいろ","sky blue","そらいろ"
"1.1","休じつ","きゅうじつ","holiday / day off","きゅうじつ"
"1.1","休める","やすめる","to rest (something)","やすめる"
"1.1","口べに","くちべに","lipstick","くちべに"
"1.1","口ぶえ","くちぶえ","whistle","くちぶえ"
"1.1","中にわ","なかにわ","courtyard","なかにわ"
"1.1","中学校","ちゅうがっこう","middle school","ちゅうがっこう"
"1.1","天ごく","てんごく","heaven","てんごく"
"1.1","天の川","あまのがわ","Milky Way","あまのがわ"
"1.1","出ぱつ","しゅっぱつ","departure","しゅっぱつ"
"1.1","目てき","もくてき","purpose / goal","もくてき"
"1.1","目つき","めつき","look (in eyes)","めつき"
"1.1","目と口","めとくち","eyes and mouth","めとくち"
"1.1","げん気","げんき","healthy / energetic","げんき"
"1.1","気もち","きもち","feeling","きもち"
"1.1","入り口","いりぐち","entrance","いりぐち"
"1.1","入る","はいる","to enter","はいる"
"1.1","はく手","はくしゅ","applause","はくしゅ"
"1.1","手くび","てくび","wrist","てくび"
"1.1","右手","みぎて","right hand","みぎて"
"1.1","上ぎ","うわぎ","jacket / outerwear","うわぎ"
"1.1","上げる","あげる","to raise","あげる"
"1.1","木の上","きのうえ","on the tree","きのうえ"
"1.1","雨ぐも","あまぐも","rain cloud","あまぐも"
"1.1","雨天","うてん","rainy weather","うてん"
"1.1","雨ふり","あめふり","rainfall / rainy","あめふり"
"1.1","女と男","おんなとおとこ","woman and man","おんなとおとこ"
"1.1","女の人","おんなのひと","woman","おんなのひと"
"1.1","女子","じょし","girl / woman","じょし"
"1.1","足くび","あしくび","ankle","あしくび"
"1.1","足あと","あしあと","footprint","あしあと"
"1.1","下校","げこう","coming home from school","げこう"
"1.1","下げる","さげる","to lower","さげる"
"1.1","木の下","きのした","under the tree","きのした"
"1.1","夕ぐれ","ゆうぐれ","dusk / twilight","ゆうぐれ"
"1.1","夕がた","ゆうがた","evening","ゆうがた"
"1.1","夕日","ゆうひ","setting sun","ゆうひ"
"1.1","男の人","おとこのひと","man","おとこのひと"
"1.1","目と耳","めとみみ","eyes and ears","めとみみ"
"1.1","耳うち","みみうち","whispering in ear","みみうち"
"1.1","耳たぶ","みみたぶ","earlobe","みみたぶ"
"1.1","左足","ひだりあし","left foot","ひだりあし"
"1.1","左がわ","ひだりがわ","left side","ひだりがわ"
"1.1","空白","くうはく","blank space","くうはく"
"1.1","白い花","しろいはな","white flower","しろいはな"
"1.1","白ぐみ","しろぐみ","white team","しろぐみ"
"1.1","子犬","こいぬ","puppy","こいぬ"
"1.1","子ども","こども","child","こども"
"1.1","音いろ","ねいろ","tone color / timbre","ねいろ"
"1.1","雨の音","あめのおと","sound of rain","あめのおと"
"1.1","音ぷ","おんぷ","musical note","おんぷ"
"1.1","右がわ","みぎがわ","right side","みぎがわ"
"1.1","青空","あおぞら","blue sky","あおぞら"
"1.1","青年","せいねん","youth / young man","せいねん"
"1.1","青い","あおい","blue","あおい"
"1.1","人げん","にんげん","human","にんげん"
"1.1","めい人","めいじん","master / expert","めいじん"
"1.1","人ごみ","ひとごみ","crowd of people","ひとごみ"
"1.1","見学","けんがく","field trip / study","けんがく"
"1.1","円けい","えんけい","circular shape","えんけい"
"1.1","円ばん","えんばん","disk","えんばん"
"1.1","円い","まるい","round","まるい"
"1.1","赤はん","せきはん","red rice (festive)","せきはん"
"1.1","赤い車","あかいくるま","red car","あかいくるま"
"1.1","早める","はやめる","to hasten","はやめる"
"1.1","早足","はやあし","quick pace","はやあし"
"1.1","本名","ほんみょう","real name","ほんみょう"
"1.1","名じん","めいじん","master / expert","めいじん"
"1.1","名まえ","なまえ","name","なまえ"
"1.1","正かい","せいかい","correct answer","せいかい"
"1.1","正じき","しょうじき","honest","しょうじき"
"1.1","正しい","ただしい","correct / right","ただしい"
"1.1","てん字","てんじ","braille","てんじ"
"1.1","すう字","すうじ","number / digit","すうじ"
"1.1","かん字","かんじ","kanji characters","かんじ"
"1.1","こく王","こくおう","king","こくおう"
"1.1","王かん","おうかん","crown","おうかん"
"1.1","王さま","おうさま","king","おうさま"
"1.1","文なし","もんなし","penniless","もんなし"
"1.1","文がく","ぶんがく","literature","ぶんがく"
"1.1","さく文","さくぶん","composition / essay","さくぶん"
"1.1","玉手ばこ","たまてばこ","Pandora's box","たまてばこ"
"1.1","玉虫","たまむし","jewel beetle","たまむし"
"1.1","本とう","ほんとう","truth / really","ほんとう"
"1.1","本だな","ほんだな","bookshelf","ほんだな"
"1.1","え本","えほん","picture book","えほん"
"1.1","きぬ糸","きぬいと","silk thread","きぬいと"
"1.1","赤い糸","あかいいと","red thread","あかいいと"
"1.1","白い糸","しろいいと","white thread","しろいいと"
"1.1","学ぶ","まなぶ","to learn","まなぶ"
"1.1","小学生","しょうがくせい","elementary student","しょうがくせい"
"1.1","学年","がくねん","school grade","がくねん"
"1.1","車りん","しゃりん","wheel","しゃりん"
"1.1","でん車","でんしゃ","train","でんしゃ"
"1.1","青い車","あおいくるま","blue car","あおいくるま"
"1.1","てん校","てんこう","changing schools","てんこう"
"1.1","校てい","こうてい","schoolyard","こうてい"
"1.1","山村","さんそん","mountain village","さんそん"
"1.1","町と村","まちとむら","towns and villages","まちとむら"
"1.1","村の人","むらのひと","villager","むらのひと"
"1.1","足の先","あしのさき","toes / tip of foot","あしのさき"
"1.1","先とう","せんとう","head / lead","せんとう"
"1.1","町村","ちょうそん","towns and villages","ちょうそん"
"1.1","町の中","まちのなか","in the town","まちのなか"
"1.1","町なみ","まちなみ","townscape","まちなみ"
"1.1","生もの","なまもの","raw food","なまもの"
"1.1","生きる","いきる","to live","いきる"
"1.1","生む","うむ","to give birth","うむ"
2,東,ひがし,East,ひがし
2,地下,ちか,underground/basement,ちか
2,引っ越す,ひこ,to move (house),ひっこす
2,ボール,,ball,ぼーる
2,プレゼント,,present/gift,ぷれぜんと
2,会話,かいわ,conversation,かいわ
2,アルバイト,,part-time job,あるばいと
2,運転,うんてん,driving,うんてん
2,会場,かいじょう,venue,かいじょう
2,散歩,さんぽ,walk/stroll,さんぽ
2,入院,にゅういん,hospitalization,にゅういん
2,イギリス,,UK/Britain,いぎりす
2,本当,ほんとう,truth/reality,ほんとう
2,スキー,,skiing,すきー
2,調べる,しら,to investigate,しらべる
2,大会,たいかい,convention/tournament,たいかい
2,友,とも,friend,とも
2,中学校,ちゅうがっこう,junior high school,ちゅうがっこう
2,壊れる,こわ,to be broken,こわれる
2,父親,ちちおや,father,ちちおや
2,コンサート,,concert,こんさーと
2,ドイツ,,Germany,どいつ
2,教会,きょうかい,church,きょうかい
2,作業,さぎょう,work/operation,さぎょう
2,教育,きょういく,education,きょういく
2,行動,こうどう,action/behavior,こうどう
2,保険,ほけん,insurance,ほけん
2,開始,かいし,start/commencement,かいし
2,急,きゅう,urgent/steep,きゅう
2,デパート,,department store,でぱーと
2,日曜日,にちようび,Sunday,にちようび
2,反対,はんたい,opposition,はんたい
2,推薦,すいせん,recommendation,すいせん
2,戦争,せんそう,war,せんそう
2,普通,ふつう,ordinary/normal,ふつう
2,発見,はっけん,discovery,はっけん
2,途中,とちゅう,on the way,とちゅう
2,耳,みみ,ear,みみ
2,これから,,from now on,これから
2,間違える,まちが,to make a mistake,まちがえる
2,立場,たちば,position/standpoint,たちば
2,注目,ちゅうもく,notice/attention,ちゅうもく
2,横,よこ,side,よこ
2,原因,げんいん,cause,げんいん
2,以前,いぜん,previously/before,いぜん
2,新た,あら,new/fresh,あらた
2,危険,きけん,danger,きけん
2,電子,でんし,electronic/electron,でんし
2,分野,ぶんや,field/realm,ぶんや
2,食事,しょくじ,meal,しょくじ
2,物語,ものがたり,story/tale,ものがたり
2,祖父,そふ,grandfather,そふ
2,場合,ばあい,case/situation,ばあい
2,気に入る,きい,to like/be pleased with,きにいる
2,貸す,か,to lend,かす
2,学ぶ,まな,to learn,まなぶ
2,ところで,,by the way,ところで
2,無理,むり,impossible,むり
2,人物,じんぶつ,person/character,じんぶつ
2,免許,めんきょ,license,めんきょ
2,税金,ぜいきん,tax,ぜいきん
2,シャツ,,shirt,しゃつ
2,子,こ,child,こ
2,西,にし,West,にし
2,向こう,む,over there/other side,むこう
2,悩み,なや,worry/trouble,なやみ
2,必ず,かなら,surely/always,かならず
2,日時,にちじ,date and time,にちじ
2,国家,こっか,state/nation,こっか
2,足りる,た,to be sufficient,たりる
2,政治,せいじ,politics,せいじ
2,男性,だんせい,man/male,だんせい
2,オーストラリア,,Australia,おーすとらりあ
2,スカート,,skirt,すかーと
2,会議,かいぎ,meeting/conference,かいぎ
2,覚える,おぼ,to remember/memorize,おぼえる
2,犯罪,はんざい,crime,はんざい
2,留守,るす,absence,るす
2,日,ひ,day/sun,ひ
2,歴史,れきし,history,れきし
2,卒業,そつぎょう,graduation,そつぎょう
2,前,まえ,front/before,まえ
2,短い,みじか,short,みじかい
2,自然,しぜん,nature,しぜん
2,指輪,ゆびわ,ring,ゆびわ
2,現在,げんざい,present time,げんざい
2,同時,どうじ,same time,どうじ
2,観光,かんこう,sightseeing,かんこう
2,紹介,しょうかい,introduction,しょうかい
2,比べる,くら,to compare,くらべる
2,経済,けいざい,economy,けいざい
2,大事,だいじ,important,だいじ
2,実際,じっさい,reality/actual,じっさい
2,部分,ぶぶん,part/section,ぶぶん
2,文句,もんく,complaint,もんく
2,倒れる,たお,to fall down/collapse,たおれる
2,無料,むりょう,free of charge,むりょう
2,クリスマス,,Christmas,くりすます
2,文章,ぶんしょう,sentence/text,ぶんしょう
2,連絡,れんらく,contact/connection,れんらく
2,夢,ゆめ,dream,ゆめ
2,半,はん,half,はん
2,シャワー,,shower,しゃわー
2,大半,たいはん,majority,たいはん
2,科学,かがく,science,かがく
2,牛乳,ぎゅうにゅう,milk,ぎゅうにゅう
2,女子,じょし,woman/girl,じょし
2,長女,ちょうじょ,eldest daughter,ちょうじょ
2,選手,せんしゅ,player/athlete,せんしゅ
2,簡単,かんたん,simple/easy,かんたん
2,方法,ほうほう,method,ほうほう
2,市民,しみん,citizen,しみん
2,技術,ぎじゅつ,technology/skill,ぎじゅつ
2,釣り,つ,fishing,つり
2,火,ひ,fire,ひ
2,美しい,うつく,beautiful,うつくしい
2,期間,きかん,period/term,きかん
2,軽い,かる,light (weight),かるい
2,発行,はっこう,issue/publication,はっこう
2,法律,ほうりつ,law,ほうりつ
2,事故,じこ,accident,じこ
2,当時,とうじ,at that time,とうじ
2,低い,ひく,low,ひくい
2,仕方,しかた,way/method,しかた
2,外出,がいしゅつ,going out,がいしゅつ
2,失敗,しっぱい,failure,しっぱい
2,情報,じょうほう,information,じょうほう
2,国語,こくご,national language (Japanese),こくご
2,週,しゅう,week,しゅう
2,以来,いらい,since,いらい
2,道路,どうろ,road,どうろ
2,キャンプ,,camping,きゃんぷ
2,下り,くだ,down-train/descent,くだり
2,出発,しゅっぱつ,departure,しゅっぱつ
2,お茶,ちゃ,tea,おちゃ
2,内容,ないよう,content,ないよう
2,確認,かくにん,confirmation,かくにん
2,誘う,さそ,to invite,さそう
2,眼鏡,めがね,glasses,めがね
2,重要,じゅうよう,important,じゅうよう
2,朝,あさ,morning,あさ
2,りんご,,apple,りんご
2,今日中に,きょうじゅう,by the end of today,きょうじゅうに
2,有名人,ゆうめいじん,celebrity,ゆうめいじん
2,お金持ち,かねも,rich person,おかねもち
2,パンダ,,panda,ぱんだ
2,海外旅行,かいがいりょこう,overseas travel,かいがいりょこう
2,実際に,じっさい,actually,じっさいに
2,パンツ,,underwear/pants,ぱんつ
2,ではありません,,is not (polite),ではありません
2,越える,こ,to cross/exceed,こえる
2,事件,じけん,incident/case,じけん
2,ケーキ,,cake,けーき
2,起こる,お,to happen/occur,おこる
2,参加,さんか,participation,さんか
2,暗い,くら,dark,くらい
2,可能,かのう,possible,かのう
2,昼間,ひるま,daytime,ひるま
2,決まる,き,to be decided,きまる
2,商品,しょうひん,product,しょうひん
2,方向,ほうこう,direction,ほうこう
2,合う,あ,to fit/match,あう
2,料金,りょうきん,fee/charge,りょうきん
2,妹,いもうと,younger sister,いもうと
2,ものの,,although,ものの
2,部下,ぶか,subordinate,ぶか
2,人気,にんき,popularity,にんき
2,時期,じき,time/period,じき
2,自身,じしん,oneself,じしん
2,位置,いち,position/location,いち
2,泥棒,どろぼう,thief,どろぼう
2,後輩,こうはい,junior (at work/school),こうはい
2,村,むら,village,むら
2,機会,きかい,opportunity,きかい
2,過去,かこ,past,かこ
2,が,,but/subject marker,が
2,選挙,せんきょ,election,せんきょ
2,触る,さわ,to touch,さわる
2,不安,ふあん,anxiety/unease,ふあん
2,起きる,お,to get up/wake up,おきる
2,のに,,although/in order to,のに
2,将来,しょうらい,future,しょうらい
2,残す,のこ,to leave behind,のこす
2,程度,ていど,degree/extent,ていど
2,発音,はつおん,pronunciation,はつおん
2,教科書,きょうかしょ,textbook,きょうかしょ
2,机,つくえ,desk,つくえ
2,楽しみ,たの,enjoyment/fun,たのしみ
2,集中,しゅうちゅう,concentration,しゅうちゅう
2,マンション,,apartment/mansion,まんしょん
2,住所,じゅうしょ,address,じゅうしょ
2,読み,よ,reading,よみ
2,乗る,の,to ride,のる
2,機能,きのう,function,きのう
2,見学,けんがく,tour/inspection,けんがく
2,一体,いったい,what on earth/unity,いったい
2,座る,すわ,to sit,すわる
2,今回,こんかい,this time,こんかい
2,絶対に,ぜったい,absolutely,ぜったいに
2,便利,べんり,convenient,べんり
2,青い,あお,blue,あおい
2,箱,はこ,box,はこ
2,通う,かよ,to commute,かよう
2,名,な,name,な
2,食品,しょくひん,food products,しょくひん
2,出かける,で,to go out,でかける
2,地球,ちきゅう,Earth,ちきゅう
2,地域,ちいき,region,ちいき
2,決定,けってい,decision,けってい
2,全体,ぜんたい,whole/entire,ぜんたい
2,おかしい,,strange/funny,おかしい
2,代表,だいひょう,representative,だいひょう
2,時,とき,time/when,とき
2,つまり,,in short,つまり
2,判断,はんだん,judgment,はんだん
2,茶,ちゃ,tea,ちゃ
2,全国,ぜんこく,nationwide,ぜんこく
2,非常,ひじょう,emergency,ひじょう
2,二日,ふつか,two days/2nd day,ふつか
2,確か,たし,certain/sure,たしか
2,身長,しんちょう,height,しんちょう
2,森,もり,forest,もり
2,三日,みっか,three days/3rd day,みっか
2,拾う,ひろ,to pick up,ひろう
2,天,てん,sky/heaven,てん
2,相談,そうだん,consultation,そうだん
2,中止,ちゅうし,cancellation,ちゅうし
2,学習,がくしゅう,learning,がくしゅう
2,ので,,because,ので
2,自分自身,じぶんじしん,oneself,じぶんじしん
2,続ける,つづ,to continue,つづける
2,ガソリン,,gasoline,がそりん
2,間,あいだ,interval/between,あいだ
2,直接,ちょくせつ,direct,ちょくせつ
2,事実,じじつ,fact,じじつ
2,じゃない,,is not (casual),じゃない
2,電池,でんち,battery,でんち
2,責任,せきにん,responsibility,せきにん
2,渡す,わた,to hand over,わたす
2,ドライブ,,drive,どらいぶ
2,表現,ひょうげん,expression,ひょうげん
2,物質,ぶっしつ,material/substance,ぶっしつ
2,階段,かいだん,stairs,かいだん
2,報告,ほうこく,report,ほうこく
2,都市,とし,city,とし
2,絶対,ぜったい,absolute,ぜったい
2,一生,いっしょう,whole life,いっしょう
2,大統領,だいとうりょう,president,だいとうりょう
2,同様,どうよう,similar,どうよう
2,遊び,あそ,play/game,あそび
2,落ち込む,おこ,to feel down,おちこむ
2,交通,こうつう,traffic,こうつう
2,水道,すいどう,water supply,すいどう
2,一緒に,いっしょ,together,いっしょに
2,すごい,,amazing,すごい
2,終わり,お,end,おわり
2,年代,ねんだい,era/generation,ねんだい
2,寝る,ね,to sleep,ねる
2,制度,せいど,system,せいど
2,状況,じょうきょう,situation,じょうきょう
2,期待,きたい,expectation,きたい
2,会員,かいいん,member,かいいん
2,努力,どりょく,effort,どりょく
2,以外,いがい,other than,いがい
2,結婚式,けっこんしき,wedding ceremony,けっこんしき
2,放送,ほうそう,broadcast,ほうそう
2,効果,こうか,effect,こうか
2,青年,せいねん,youth,せいねん
2,万,まん,ten thousand,まん
2,二時,にじ,2 o'clock,にじ
2,教師,きょうし,teacher,きょうし
2,メニュー,,menu,めにゅー
2,午前中,ごぜんちゅう,in the morning,ごぜんちゅう
2,大変,たいへん,tough/awful,たいへん
2,線,せん,line,せん
2,書く,か,to write,かく
2,言語,げんご,language,げんご
2,髪,かみ,hair,かみ
2,だ,,is (casual copula),だ
2,百万,ひゃくまん,one million,ひゃくまん
2,記録,きろく,record,きろく
2,開発,かいはつ,development,かいはつ
2,私,わたし,I/me,わたし
2,姉妹,しまい,sisters,しまい
2,記事,きじ,article/news,きじ
2,物価,ぶっか,prices,ぶっか
2,一般,いっぱん,general,いっぱん
2,汚い,きたな,dirty,きたない
2,工業,こうぎょう,industry,こうぎょう
2,国民,こくみん,citizen,こくみん
2,生じる,しょう,to produce/occur,しょうじる
2,両方,りょうほう,both,りょうほう
2,いつか,,someday,いつか
2,複雑,ふくざつ,complex,ふくざつ
2,太陽,たいよう,sun,たいよう
2,一年間,いちねんかん,one year,いちねんかん
2,数字,すうじ,number,すうじ
2,入る,はい,to enter,はいる
2,喫茶店,きっさてん,coffee shop,きっさてん
2,工事,こうじ,construction work,こうじ
2,決して,けっ,never,けっして
2,時半,じはん,half past (time),じはん
2,警察官,けいさつかん,police officer,けいさつかん
2,活動,かつどう,activity,かつどう
2,最高,さいこう,best/highest,さいこう
2,要求,ようきゅう,demand/request,ようきゅう
2,国会,こっかい,National Diet,こっかい
2,本人,ほんにん,the person himself,ほんにん
2,生きる,い,to live,いきる
2,九つ,ここの,nine items,ここのつ
2,解決,かいけつ,solution,かいけつ
2,学年,がくねん,school year/grade,がくねん
2,個人,こじん,individual,こじん
2,時,じ,o'clock,じ
2,外国語,がいこくご,foreign language,がいこくご
2,名人,めいじん,master/expert,めいじん
2,増加,ぞうか,increase,ぞうか
2,つもり,,intention,つもり
2,さらに,,furthermore,さらに
2,大いに,おお,very/much,おおいに
2,飲む,の,to drink,のむ
2,酒,さけ,alcohol/sake,さけ
2,示す,しめ,to show,しめす
2,人間,にんげん,human,にんげん
2,南北,なんぼく,north and south,なんぼく
2,五日,いつか,five days/5th day,いつか
2,背,せ,back/stature,せ
2,発売,はつばい,sale/release,はつばい
2,変更,へんこう,change/modification,へんこう
2,伝える,つた,to convey,つたえる
2,経営,けいえい,management,けいえい
2,成長,せいちょう,growth,せいちょう
2,優しい,やさ,kind/gentle,やさしい
2,手術,しゅじゅつ,surgery,しゅじゅつ
2,光,ひかり,light,ひかり
2,理解,りかい,understanding,りかい
2,関連,かんれん,connection,かんれん
2,熱い,あつ,hot (thing),あつい
2,完成,かんせい,completion,かんせい
2,未来,みらい,future,みらい
2,事情,じじょう,circumstances,じじょう
2,処理,しょり,processing,しょり
2,協力,きょうりょく,cooperation,きょうりょく
2,四日,よっか,four days/4th day,よっか
2,基本,きほん,foundation/basics,きほん
2,招待,しょうたい,invitation,しょうたい
2,馬,うま,horse,うま
2,住宅,じゅうたく,housing,じゅうたく
2,熱,ねつ,heat/fever,ねつ
2,機械,きかい,machine,きかい
2,文法,ぶんぽう,grammar,ぶんぽう
2,舞台,ぶたい,stage,ぶたい
2,ではない,,is not,ではない
2,出口,でぐち,exit,でぐち
2,ある,,there is/to have,ある
2,帰り,かえ,return,かえり
2,バス停,てい,bus stop,ばすてい
2,後,あと,after/later,あと
2,販売,はんばい,sales/selling,はんばい
2,多い,おお,many,おおい
2,結果,けっか,result,けっか
2,牛,うし,cow,うし
2,人,ひと,person,ひと
2,意識,いしき,consciousness,いしき
2,東西,とうざい,east and west,とうざい
2,守る,まも,to protect,まもる
2,塩,しお,salt,しお
2,状態,じょうたい,condition,じょうたい
2,存在,そんざい,existence,そんざい
2,スープ,,soup,すーぷ
2,参考,さんこう,reference,さんこう
2,残る,のこ,to remain,のこる
2,管理,かんり,management,かんり
2,正しい,ただ,correct,ただしい
2,もちろん,,of course,もちろん
2,六日,むいか,six days/6th day,むいか
2,健康,けんこう,health,けんこう
2,水,みず,water,みず
2,殺す,ころ,to kill,ころす
2,許す,ゆる,to forgive,ゆるす
2,再び,ふたた,again,ふたたび
2,担当,たんとう,in charge,たんとう
2,動き,うご,movement,うごき
2,一千,いっせん,one thousand,いっせん
2,後半,こうはん,second half,こうはん
2,企業,きぎょう,enterprise,きぎょう
2,図,ず,figure/chart,ず
2,影響,えいきょう,influence,えいきょう
2,学者,がくしゃ,scholar,がくしゃ
2,今週,こんしゅう,this week,こんしゅう
2,様子,ようす,appearance/situation,ようす
2,住民,じゅうみん,resident,じゅうみん
2,役割,やくわり,role,やくわり
2,せんす,,folding fan,せんす
2,相当,そうとう,considerable,そうとう
2,成功,せいこう,success,せいこう
2,池,いけ,pond,いけ
2,現代,げんだい,modern times,げんだい
2,現実,げんじつ,reality,げんじつ
2,グラス,,glass,ぐらす
2,季節,きせつ,season,きせつ
2,実験,じっけん,experiment,じっけん
2,九日,ここのか,nine days/9th day,ここのか
2,精神,せいしん,spirit/mind,せいしん
2,どうぞ,,please/here you go,どうぞ
2,血,ち,blood,ち
2,レポート,,report,れぽーと
2,下車,げしゃ,getting off,げしゃ
2,流れ,なが,flow,ながれ
2,対象,たいしょう,target/object,たいしょう
2,職業,しょくぎょう,occupation,しょくぎょう
2,得意,とくい,good at/proud,とくい
2,壁,かべ,wall,かべ
2,都合,つごう,convenience,つごう
2,現場,げんば,scene/site,げんば
2,数学,すうがく,mathematics,すうがく
2,本物,ほんもの,real thing,ほんもの
2,材料,ざいりょう,ingredients/materials,ざいりょう
2,終える,お,to finish,おえる
2,心理,しんり,psychology,しんり
2,限る,かぎ,to limit,かぎる
2,一時,いちじ,1 o'clock/temporarily,いちじ
2,優勝,ゆうしょう,victory/championship,ゆうしょう
2,色,いろ,color,いろ
2,海岸,かいがん,coast/beach,かいがん
2,公開,こうかい,opening to the public,こうかい
2,手伝う,てつだ,to help,てつだう
